Sentence
" A computed tomography (CT) <b><font color=""purple"">scan</font></b> of the <b><font color=""purple"">heart</font></b> is an imaging method that uses x-rays to create detailed pictures of the heart and its blood vessels.		"
" - This test is called a coronary <b><font color=""purple"">calcium</font></b> <b><font color=""purple"">scan</font></b> when it is done to see if you have a buildup of <b><font color=""purple"">calcium</font></b> in your <b><font color=""purple"">arteries</font></b>.		"
" - It is called CT <b><font color=""purple"">angiography</font></b> if it is done to look at the <b><font color=""purple"">arteries</font></b> that bring blood to your heart.		"
" - The test is sometimes done in combination with <b><font color=""purple"">scans</font></b> of the <b><font color=""purple"">aorta</font></b> or <b><font color=""purple"">pulmonary arteries</font></b> to look for problems with those structures.		"
" - Tell your health care provider about all your medicines because you may be asked to hold some, such as the diabetes medicine, <b><font color=""purple"">metformin</font></b> (<b><font color=""purple"">Glucophage</font></b>), prior to the test.		"
" Contrast given through an IV may cause a:   - Slight burning sensation   - <b><font color=""purple"">Metallic taste</font></b> in the mouth   - Warm <b><font color=""purple"">flushing</font></b> of the body    These sensations are normal and usually go away within a few seconds.		"
" The test may diagnose or detect:  - Plaque build-up in the coronary arteries to determine your risk for heart disease  - Congenital heart disease (heart problems that are present at birth)  - Problems with the <b><font color=""purple"">heart valves  - Blockage</font></b> of the <b><font color=""purple"">arteries</font></b> that supply the heart  - Tumors or masses of the heart  - Pumping function of the heart		"
" Your ""calcium score"" is based on the amount of <b><font color=""purple"">calcium</font></b> found in the <b><font color=""purple"">arteries</font></b> of your <b><font color=""purple"">heart</font></b>.		"
" This is usually a sign of <b><font color=""purple"">atherosclerosis</font></b>, or <b><font color=""purple"">hardening</font></b> of the <b><font color=""purple"">arteries</font></b>.		"
" - <b><font color=""purple"">Talk</font></b> to your health care provider about lifestyle changes you can make to decrease the risk of <b><font color=""purple"">heart disease</font></b>.		"
" Some <b><font color=""purple"">people</font></b> have <b><font color=""purple"">allergies</font></b> to contrast dye.		"
" - The most common type of contrast given into a <b><font color=""purple"">vein</font></b> contains <b><font color=""purple"">iodine</font></b>.		"
" If a <b><font color=""purple"">person</font></b> with an <b><font color=""purple"">iodine allergy</font></b> is given this type of contrast, nausea or vomiting, sneezing, itching, or hives may occur.		"
