Sentence
" <b><font color=""purple"">Arthritis</font></b> is <b><font color=""purple"">inflammation</font></b> of one or more joints.		"
" <b><font color=""purple"">Arthritis</font></b> may occur in <b><font color=""purple"">men</font></b> or <b><font color=""purple"">women</font></b>.		"
" <b><font color=""purple"">Arthritis</font></b> causes <b><font color=""purple"">joint pain</font></b>, swelling, <b><font color=""purple"">stiffness</font></b>, and limited <b><font color=""purple"">movement</font></b>.		"
" The <b><font color=""purple"">health care provider</font></b> will perform a <b><font color=""purple"">physical exam</font></b> and ask questions about your medical history.		"
" Blood tests and <b><font color=""purple"">joint x-rays</font></b> are often done to check for infection and other causes of <b><font color=""purple"">arthritis</font></b>.		"
" The goal of <b><font color=""purple"">treatment</font></b> is to reduce <b><font color=""purple"">pain</font></b>, improve function, and prevent further joint damage.		"
" <b><font color=""purple"">Exercise</font></b> can help relieve <b><font color=""purple"">stiffness</font></b>, reduce pain and fatigue, and improve muscle and bone strength.		"
" - Eat foods rich in omega-3 fatty acids, such as cold water <b><font color=""purple"">fish</font></b> (<b><font color=""purple"">salmon</font></b>, <b><font color=""purple"">mackerel</font></b>, and <b><font color=""purple"">herring</font></b>), flaxseed, rapeseed (canola) oil, soybeans, soybean oil, pumpkin seeds, and walnuts.		"
" <b><font color=""purple"">Weight loss</font></b> can greatly improve joint pain in the <b><font color=""purple"">legs</font></b> and <b><font color=""purple"">feet</font></b>.		"
" Over-the-counter medicines:   - <b><font color=""purple"">Acetaminophen</font></b> (<b><font color=""purple"">Tylenol</font></b>) is often the first <b><font color=""purple"">medicine</font></b> tried.		"
" - <b><font color=""purple"">Aspirin</font></b>, <b><font color=""purple"">ibuprofen</font></b>, or <b><font color=""purple"">naproxen</font></b> are <b><font color=""purple"">nonsteroidal anti-inflammatory drugs</font></b> (NSAIDs) that can relieve arthritis pain.		"
" Prescription medicines:  - <b><font color=""purple"">Biologics</font></b> are used for the treatment of autoimmune <b><font color=""purple"">arthritis</font></b>.		"
" They include <b><font color=""purple"">etanercept</font></b> (<b><font color=""purple"">Enbrel</font></b>), <b><font color=""purple"">infliximab</font></b> (<b><font color=""purple"">Remicade</font></b>), <b><font color=""purple"">adalimumab</font></b> (<b><font color=""purple"">Humira</font></b>), abatacept (Orencia), rituximab (Rituxan), golimumab (Simponi), certolizumab (Cimzia), and tocilizumab (Actemra).		"
" These <b><font color=""purple"">drugs</font></b> can improve the quality of life for many <b><font color=""purple"">patients</font></b>, but can have serious side effects.		"
" - <b><font color=""purple"">Corticosteroids</font></b> (""<b><font color=""purple"">steroids</font></b>"") help reduce <b><font color=""purple"">inflammation</font></b>.		"
" - Disease-modifying anti<b><font color=""purple"">-rheumatic drugs</font></b> (DMARDs) are used to treat autoimmune <b><font color=""purple"">arthritis</font></b>.		"
" - <b><font color=""purple"">Immunosuppressants</font></b> such as <b><font color=""purple"">azathioprine</font></b> or <b><font color=""purple"">cyclophosphamide</font></b> are used to treat <b><font color=""purple"">patients</font></b> with <b><font color=""purple"">rheumatoid arthritis</font></b> when other medications have not worked.		"
" - For gout, <b><font color=""purple"">allopurinol</font></b> (<b><font color=""purple"">Zyloprim</font></b>) or <b><font color=""purple"">febuxostat</font></b> (Uloric) may be used to lower <b><font color=""purple"">uric acid</font></b>.		"
" Also make sure your doctor knows about all the <b><font color=""purple"">medicines</font></b> you are taking, including <b><font color=""purple"">vitamins</font></b> and supplements bought without a prescription.		"
" <b><font color=""purple"">SURGERY</font></b> AND OTHER <b><font color=""purple"">TREATMENTS</font></b>  In some cases, <b><font color=""purple"">surgery</font></b> may be done if other <b><font color=""purple"">treatments</font></b> have not worked.		"
" This may include:  - <b><font color=""purple"">Joint replacement</font></b>, such as a <b><font color=""purple"">total knee joint replacement</font></b>		"
" A few arthritis-related <b><font color=""purple"">disorders</font></b> can be completely cured with proper <b><font color=""purple"">treatment</font></b>.		"
" If you have a family history of arthritis, tell your <b><font color=""purple"">doctor</font></b>, even if you do not have <b><font color=""purple"">joint pain</font></b>.		"
