Sentence
" <b><font color=""purple"">Lung transplant</font></b> is <b><font color=""purple"">surgery</font></b> to replace one or both diseased lungs with healthy lungs from a human donor.		"
" A surgical <b><font color=""purple"">cut</font></b> is made in the <b><font color=""purple"">chest</font></b>.		"
" <b><font color=""purple"">Lung transplant</font></b> <b><font color=""purple"">surgery</font></b> is often done with the use of a <b><font color=""purple"">heart-lung machine</font></b>.		"
" Sometimes, <b><font color=""purple"">heart</font></b> and <b><font color=""purple"">lung transplants</font></b> are done at the same time (<b><font color=""purple"">heart-lung transplant</font></b>) if the heart is also diseased.		"
" In most cases, a <b><font color=""purple"">lung transplant</font></b> is done only after all other <b><font color=""purple"">treatments</font></b> for <b><font color=""purple"">lung failure</font></b> are unsuccessful.		"
" <b><font color=""purple"">Lung transplants</font></b> may be recommended for <b><font color=""purple"">people</font></b> under age 65 who have severe <b><font color=""purple"">lung disease</font></b>.		"
" Some examples of <b><font color=""purple"">diseases</font></b> that may require a lung transplant are:  - Cystic fibrosis  - Damage to the <b><font color=""purple"">arteries</font></b> of the <b><font color=""purple"">lung</font></b> because of a defect in the <b><font color=""purple"">heart</font></b> at birth (congenital defect)  - Destruction of the large airways and <b><font color=""purple"">lung</font></b> (bronchiectasis)  - Emphysema or chronic obstructive pulmonary disease (COPD)  - Lung conditions in which the lung tissues become swollen and scarred (interstitial lung disease)  - <b><font color=""purple"">High blood pressure</font></b> in the <b><font color=""purple"">arteries</font></b> of the <b><font color=""purple"">lungs</font></b> (pulmonary hypertension)  - Sarcoidosis   <b><font color=""purple"">Lung transplant</font></b> may not be done for <b><font color=""purple"">people</font></b> who:   - Are too sick or badly nourished to go through the <b><font color=""purple"">procedure</font></b>  - Continue to smoke or abuse <b><font color=""purple"">alcohol</font></b> or other <b><font color=""purple"">drugs</font></b>  - Have active hepatitis B, hepatitis C, or HIV  - Have had cancer within the past 2 years  - Have lung disease that will likely affect the new <b><font color=""purple"">lung</font></b>  - Have severe <b><font color=""purple"">disease</font></b> of other <b><font color=""purple"">organs</font></b>  - Cannot reliably take their medicines  - Are unable to keep up with the hospital and health care visits and tests that are needed		"
" Risks of lung transplant include:   - Blood clots (deep venous thrombosis)   - Diabetes, bone thinning, or high cholesterol levels from the <b><font color=""purple"">medicines</font></b> given after a transplant   - Increased risk for <b><font color=""purple"">infections</font></b> due to anti-rejection (immunosuppression) medicines  - Damage to your kidneys, liver, or other organs from anti-rejection medicines   - Future risk of certain cancers   - Problems at the place where the new blood vessels and airways were attached   - Rejection of the new lung, which may happen right away, within the first 4 to 6 weeks, or over time		"
" You will have the following tests to determine if you are a good candidate for the <b><font color=""purple"">operation</font></b>:   - <b><font color=""purple"">Blood tests</font></b> or skin tests to check for infections  - <b><font color=""purple"">Blood typing</font></b>  - Tests to evaluate your heart, such as electrocardiogram (EKG), echocardiogram, or cardiac catheterization  - Tests to evaluate your lungs  - Tests to look for early <b><font color=""purple"">cancer</font></b> (Pap smear, mammogram, colonoscopy)  - Tissue typing, to help make sure your body will not reject the donated lung    Good candidates for transplant are put on a regional waiting list.		"
" Before the procedure, always tell your provider:   - What <b><font color=""purple"">drugs</font></b>, <b><font color=""purple"">vitamins</font></b>, herbs, and other supplements you are taking, even ones you bought without a <b><font color=""purple"">prescription</font></b>  - If you have been drinking a lot of alcohol (more than one or two drinks a day)    Do not eat or drink anything when you are told to come to the hospital for your <b><font color=""purple"">lung transplant</font></b>.		"
" A lung transplant is a major <b><font color=""purple"">procedure</font></b> that is performed for <b><font color=""purple"">people</font></b> with life-threatening <b><font color=""purple"">lung disease</font></b> or damage.		"
" These <b><font color=""purple"">drugs</font></b> suppress the body's <b><font color=""purple"">immune response</font></b> and reduce the chance of rejection.		"
" By 5 years after a <b><font color=""purple"">lung transplant</font></b>, at least one in five <b><font color=""purple"">people</font></b> develop <b><font color=""purple"">cancers</font></b> or have problems with the <b><font color=""purple"">heart</font></b>.		"
