Sentence
" <b><font color=""purple"">Iron deficiency anemia</font></b> is the most common form of <b><font color=""purple"">anemia</font></b>.		"
" Without iron, the <b><font color=""purple"">blood</font></b> cannot carry <b><font color=""purple"">oxygen</font></b> effectively.		"
" This can occur because:  - You lose more <b><font color=""purple"">blood cells</font></b> and iron than your body can replace  - Your body does not do a good job of absorbing iron  - Your body is able to absorb iron, but you are not eating enough foods that contain <b><font color=""purple"">iron</font></b>  - Your body needs more iron than normal (such as if you are pregnant or breastfeeding)    Bleeding can cause iron loss.		"
" Common causes of bleeding are:  - Heavy, long, or frequent menstrual periods  - <b><font color=""purple"">Cancer</font></b> in the <b><font color=""purple"">esophagus</font></b>, stomach, <b><font color=""purple"">small bowel</font></b>, or colon  - Esophageal varices, usually from cirrhosis  - The use of <b><font color=""purple"">aspirin</font></b>, <b><font color=""purple"">ibuprofen</font></b>, or arthritis <b><font color=""purple"">medicines</font></b> for a long time, which can cause gastrointestinal bleeding  - <b><font color=""purple"">Peptic ulcer disease</font></b>   The body may not absorb enough iron in your diet due to:  - Celiac disease  - Crohn disease  - Gastric bypass surgery  - Taking too many antacids that contain <b><font color=""purple"">calcium</font></b>    You may not get enough iron in your diet if:  - You are a strict vegetarian  - You are an older adult and do not eat a full diet		"
" Symptoms may include:  - Feeling grumpy  - Feeling weak or tired more often than usual, or with exercise  - Headaches  - Problems concentrating or thinking    As the <b><font color=""purple"">anemia</font></b> gets worse, symptoms may include:  - Blue color to the whites of the eyes  - Brittle nails  - Desire to eat ice or other non-food things (pica)  - Feeling lightheaded when you stand up  - Pale skin color  - Shortness of <b><font color=""purple"">breath  - Sore tongue    Symptoms</font></b> of the conditions that cause <b><font color=""purple"">iron deficiency anemia</font></b> include:  - Dark, tar-colored stools or blood in the stool  - Heavy menstrual <b><font color=""purple"">bleeding</font></b> (women)  - Pain in the upper belly (from ulcers)  - Weight loss (in <b><font color=""purple"">people</font></b> with <b><font color=""purple"">cancer</font></b>)		"
" To diagnose anemia, your doctor may order these blood tests:  - Hematocrit and <b><font color=""purple"">hemoglobin</font></b> (red blood cell measures)  - RBC indices    Tests to check iron levels in your <b><font color=""purple"">blood</font></b> include:  - <b><font color=""purple"">Bone marrow biopsy</font></b> (rarely done)  - Iron binding capacity (TIBC) in the blood  - Serum ferritin  - Serum iron level    Tests that may be done to look for the cause of <b><font color=""purple"">iron deficiency</font></b>:  - Colonoscopy  - Fecal occult blood test  - Upper endoscopy		"
" <b><font color=""purple"">Iron supplements</font></b> (most often <b><font color=""purple"">ferrous sulfate</font></b>) are needed to build up the iron stores in your body.		"
" Pregnant and <b><font color=""purple"">breastfeeding</font></b> <b><font color=""purple"">women</font></b> will need to take extra <b><font color=""purple"">iron</font></b> because they often cannot get enough iron from their normal diet.		"
" Your hematocrit should return to normal after 2 months of <b><font color=""purple"">iron</font></b> <b><font color=""purple"">therapy</font></b>.		"
" You will need to keep taking iron for another 6 to 12 months to replace the body's <b><font color=""purple"">iron</font></b> stores in the <b><font color=""purple"">bone marrow</font></b>.		"
" Call your <b><font color=""purple"">health care provider</font></b> if:  - You have <b><font color=""purple"">symptoms</font></b> of iron deficiency  - You notice blood in your stool		"
