Sentence
" <b><font color=""purple"">Emboli</font></b> that occur in the <b><font color=""purple"">brain</font></b> cause a stroke.		"
" <b><font color=""purple"">Endocarditis</font></b> (<b><font color=""purple"">infection</font></b> of the inside of the <b><font color=""purple"">heart</font></b>) can also cause <b><font color=""purple"">arterial emboli</font></b>.		"
" A common source for an embolus is from areas of <b><font color=""purple"">hardening</font></b> (atherosclerosis) in the <b><font color=""purple"">aorta</font></b> and other <b><font color=""purple"">large blood vessels</font></b>.		"
" Symptoms may begin quickly or slowly depending on the size of the <b><font color=""purple"">embolus</font></b> and how much it blocks the <b><font color=""purple"">blood flow</font></b>.		"
" Symptoms of an <b><font color=""purple"">arterial embolism</font></b> in the <b><font color=""purple"">arms</font></b> or <b><font color=""purple"">legs</font></b> may include:  - Cold arm or leg  - Decreased or no pulse in an <b><font color=""purple"">arm</font></b> or leg  - <b><font color=""purple"">Fingers</font></b> or <b><font color=""purple"">hands</font></b> feel cool  - Lack of movement in the <b><font color=""purple"">arm</font></b> or leg  - <b><font color=""purple"">Muscle pain</font></b> in the affected area  - <b><font color=""purple"">Muscle spasm</font></b> in the affected area  - <b><font color=""purple"">Numbness</font></b> and <b><font color=""purple"">tingling</font></b> in the <b><font color=""purple"">arm</font></b> or leg  - Pale color of the <b><font color=""purple"">arm</font></b> or leg (pallor)  - <b><font color=""purple"">Weakness</font></b> of an <b><font color=""purple"">arm</font></b> or leg   Later symptoms:  - Blisters of the skin fed by the affected artery  - Shedding (sloughing) of <b><font color=""purple"">skin  - Skin erosion</font></b> (<b><font color=""purple"">ulcer</font></b>)  - Tissue death (necrosis; skin is dark and damaged)   <b><font color=""purple"">Symptoms</font></b> of a clot in an <b><font color=""purple"">organ</font></b> vary with the <b><font color=""purple"">organ</font></b> involved but may include:  - Pain in the part of the body that is involved  - Temporarily decreased organ function		"
" The health care provider may find decreased or no pulse, and decreased or no <b><font color=""purple"">blood pressure</font></b> in the <b><font color=""purple"">arm</font></b> or <b><font color=""purple"">leg</font></b>.		"
" Tests to diagnose arterial embolism or reveal the source of emboli may include:  - <b><font color=""purple"">Angiography</font></b> of the affected <b><font color=""purple"">extremity</font></b> or organ  - <b><font color=""purple"">Doppler ultrasound</font></b> <b><font color=""purple"">exam</font></b> of an extremity  - Duplex <b><font color=""purple"">Doppler ultrasound</font></b> <b><font color=""purple"">exam</font></b> of extremity  - Echocardiogram  - <b><font color=""purple"">MRI</font></b> of the <b><font color=""purple"">arm</font></b> or leg   - Myocardial contrast echocardiography (MCE)  - Plethysmography  - Transcranial Doppler exam of arteries to the brain  - Transesophageal echocardiography (TEE)   This disease may also affect the results of the following tests:  - Euglobulin lysis time (ELT)  - Factor VIII assay  - Isotope study of the affected organ  - Plasminogen activator inhibitor-1 (PAI-1) activity  - Platelet aggregation test  - Tissue-type plasminogen activator (t-PA) levels		"
" The goals of <b><font color=""purple"">treatment</font></b> are to control <b><font color=""purple"">symptoms</font></b> and to improve the interrupted blood flow to the affected area of the body.		"
" Procedures include:  -  Bypass of the artery (arterial bypass) to create a second source of blood supply   -  Clot <b><font color=""purple"">removal</font></b> through a <b><font color=""purple"">balloon catheter</font></b> placed into the affected <b><font color=""purple"">artery</font></b> or through open surgery on the artery (embolectomy)   -  Opening of the artery with a <b><font color=""purple"">balloon catheter</font></b> (angioplasty) with or without a stent		"
" How well a <b><font color=""purple"">patient</font></b> does depends on the location of the clot and how much the clot has blocked <b><font color=""purple"">blood flow</font></b>.		"
" - Acute MI  - <b><font color=""purple"">Infection</font></b> in the affected tissue  - Septic shock  - <b><font color=""purple"">Stroke</font></b> (CVA)  - Temporary or permanent decrease or loss of other organ functions  - Temporary or permanent kidney failure  - Tissue death (necrosis) and gangrene  - Transient ischemic attack (TIA)		"
