Sentence
" <b><font color=""purple"">Strongyloidiasis</font></b> is an <b><font color=""purple"">infection</font></b> with the <b><font color=""purple"">roundworm</font></b> <b><font color=""purple"">Strongyloides stercoralis</font></b> (S. stercoralis).		"
" S. stercoralis is a <b><font color=""purple"">roundworm</font></b> that is fairly common in warm, moist <b><font color=""purple"">areas</font></b>.		"
" <b><font color=""purple"">People</font></b> catch the infection when their skin comes in contact with soil that is contaminated with the <b><font color=""purple"">worms</font></b>.		"
" This includes <b><font color=""purple"">people</font></b> who have had an organ or blood-product transplant, and those who take <b><font color=""purple"">steroid</font></b> <b><font color=""purple"">medicine</font></b> or immune-suppressing <b><font color=""purple"">drugs</font></b>.		"
" The following tests may be done:  - <b><font color=""purple"">Blood antigen test</font></b> for S. stercoralis  - <b><font color=""purple"">Complete blood count</font></b> with differential   - Total eosinophil count in the blood (eosinophils are a type of <b><font color=""purple"">white blood cell</font></b>)  - Duodenal aspiration (removing a small amount of tissue from the first part of the <b><font color=""purple"">small intestine</font></b>) to check for S. stercoralis  - Sputum culture to check for S. stercoralis  - Stool sample exam to check for S. stercoralis		"
" The goal of <b><font color=""purple"">treatment</font></b> is to eliminate the worms with <b><font color=""purple"">anti-worm</font></b> <b><font color=""purple"">medicines</font></b>.		"
" Sometimes <b><font color=""purple"">people</font></b> with no <b><font color=""purple"">symptoms</font></b> are treated.		"
" This includes <b><font color=""purple"">people</font></b> who take <b><font color=""purple"">drugs</font></b> that suppress the immune system, such as those who are going to have, or have had, a transplant.		"
" <b><font color=""purple"">Infections</font></b> that are severe (hyperinfection) or that have spread to many areas of the body (disseminated infection) often have a poor outcome, especially in <b><font color=""purple"">people</font></b> with a weakened immune systems.		"
" Possible complications include:  - <b><font color=""purple"">Disseminated strongyloidiasis</font></b>, especially in <b><font color=""purple"">people</font></b> with <b><font color=""purple"">HIV</font></b> or an otherwise weakened immune system  - Strongyloidiasis hyperinfection <b><font color=""purple"">syndrome</font></b>, also more common in <b><font color=""purple"">people</font></b> with a weakened immune system  - Eosinophilic pneumonia  - <b><font color=""purple"">Malnutrition</font></b> due to problems absorbing nutrients from the gastrointestinal tract		"
" Call for an appointment with your <b><font color=""purple"">health care provider</font></b> if you have <b><font color=""purple"">symptoms</font></b> of strongyloidiasis.		"
" Good <b><font color=""purple"">personal hygiene</font></b> can reduce the risk of <b><font color=""purple"">strongyloidiasis</font></b>.		"
