Sentence
" <b><font color=""purple"">Breast lump removal</font></b> is <b><font color=""purple"">surgery</font></b> to remove a <b><font color=""purple"">lump</font></b> that may be <b><font color=""purple"">breast cancer</font></b>.		"
" When a noncancerous <b><font color=""purple"">tumor</font></b> such as a <b><font color=""purple"">fibroadenoma</font></b> of the <b><font color=""purple"">breast</font></b> is removed, it is often called an <b><font color=""purple"">excisional breast biopsy</font></b><b><font color=""purple"">breast</font></b> biopsy, instead of a lumpectomy.		"
" - A <b><font color=""purple"">radiologist</font></b> will use a <b><font color=""purple"">mammogram</font></b> or ultrasound to place a needlewire (or needlewires) in or near the abnormal breast area.		"
" The surgeon makes a small <b><font color=""purple"">cut</font></b> on your <b><font color=""purple"">breast</font></b> and removes the cancer and some of the normal breast tissue around it.		"
" - To see if cancer has spread to the lymph nodes, your surgeon may also remove <b><font color=""purple"">lymph nodes</font></b> in your <b><font color=""purple"">armpit</font></b>.		"
" It may be hard to know whether lumpectomy or <b><font color=""purple"">mastectomy</font></b> (<b><font color=""purple"">removal</font></b> of the entire breast) is best.		"
" You and your <b><font color=""purple"">doctor</font></b> should consider:  - The size of your <b><font color=""purple"">tumor</font></b>  - Where it is in your <b><font color=""purple"">breast</font></b>  - If there is more than one tumor  - How much of the breast is affected  - The size of your breasts  - Your age  - Your family history  - Your general health, including whether you have reached <b><font color=""purple"">menopause</font></b>		"
" Risks for any <b><font color=""purple"">surgery</font></b> are:  - Bleeding  - Infection  - Reactions to medicines    The appearance of your breast may change after <b><font color=""purple"">surgery</font></b>.		"
" Always tell your doctor or nurse:  - If you could be pregnant  - What drugs you are taking, even drugs or herbs you bought without a prescription    During the days before your surgery:  - You may be asked to stop taking aspirin, <b><font color=""purple"">ibuprofen</font></b> (<b><font color=""purple"">Advil</font></b>, Motrin), <b><font color=""purple"">naproxen</font></b> (<b><font color=""purple"">Aleve</font></b>, Naprosyn), <b><font color=""purple"">clopidogrel</font></b> (<b><font color=""purple"">Plavix</font></b>), <b><font color=""purple"">warfarin</font></b> (<b><font color=""purple"">Coumadin</font></b>), and any other drugs that make it hard for your blood to clot.		"
" Many <b><font color=""purple"">women</font></b> have little <b><font color=""purple"">pain</font></b>, but if you do feel pain, you can take pain medicine, such as acetaminophen.		"
" A lumpectomy for breast cancer is usually followed by radiation therapy and <b><font color=""purple"">treatment</font></b> such as <b><font color=""purple"">chemotherapy</font></b>, <b><font color=""purple"">hormone therapy</font></b>, or both.		"
