Sentence
" <b><font color=""purple"">Pemphigus vulgaris</font></b> is an <b><font color=""purple"">autoimmune disorder</font></b> that involves <b><font color=""purple"">blistering</font></b> and sores (erosions) of the skin and mucus membranes.		"
" <b><font color=""purple"">Pemphigus</font></b> is an <b><font color=""purple"">autoimmune disorder</font></b>.		"
" Sometimes <b><font color=""purple"">pemphigus</font></b> is caused by certain <b><font color=""purple"">medications</font></b>, although this is rare.		"
" Medications that may cause this condition include:  - A drug called <b><font color=""purple"">penicillamine</font></b>, which removes certain materials from the <b><font color=""purple"">blood</font></b> (chelating agent)  - Blood pressure medications called ACE inhibitors    Pemphigus is uncommon.		"
" About 50% of <b><font color=""purple"">people</font></b> with this condition first develop <b><font color=""purple"">painful</font></b> <b><font color=""purple"">blisters</font></b> and sores in the mouth, followed by skin blisters.		"
" The skin sores may be described as:  - Draining  - Oozing  - Crusting  - Peeling or easily detached   They may be located:  - In the <b><font color=""purple"">mouth</font></b>  - On the <b><font color=""purple"">scalp</font></b>, <b><font color=""purple"">trunk</font></b>, or other skin areas		"
" Severe cases of pemphigus may need <b><font color=""purple"">wound management</font></b>, similar to the treatment for severe <b><font color=""purple"">burns</font></b>.		"
" Treatment may involve:  - <b><font color=""purple"">Antibiotics</font></b> and antifungal <b><font color=""purple"">medications</font></b> to control or prevent infections  - Fluids and <b><font color=""purple"">electrolytes</font></b> given through a vein (IV)  - IV feedings if there are severe mouth ulcers  - Numbing (anesthetic) mouth lozenges to reduce mouth ulcer pain  - Pain <b><font color=""purple"">medications</font></b> if local pain relief is not enough    Body-wide (<b><font color=""purple"">systemic) therapy</font></b> is needed to control <b><font color=""purple"">pemphigus</font></b> and should be started as early as possible.		"
" Some <b><font color=""purple"">antibiotics</font></b> are also effective, particularly <b><font color=""purple"">minocycline</font></b> and <b><font color=""purple"">doxycycline</font></b>.		"
" <b><font color=""purple"">Plasmapheresis</font></b> may be used along with systemic <b><font color=""purple"">medications</font></b> to reduce the amount of <b><font color=""purple"">antibodies</font></b> in the <b><font color=""purple"">blood</font></b>.		"
" Ulcer and <b><font color=""purple"">blister</font></b> <b><font color=""purple"">treatments</font></b> include soothing or drying lotions, wet <b><font color=""purple"">dressings</font></b>, or similar measures.		"
" Severe <b><font color=""purple"">infection</font></b> is the most frequent cause of <b><font color=""purple"">death</font></b>.		"
