Sentence
"	<b><font color=""purple"">Oleg Ivanovich Skripochka</font></b> (born 24 December 1969 in <b><font color=""purple"">Nevinnomyssk</font></b>, <b><font color=""purple"">Stavropol Krai</font></b>, <b><font color=""purple"">Russia</font></b>) is a <b><font color=""purple"">Russian</font></b> cosmonaut.	"
	In 2011 he was in space serving as an Expedition 25/26 crewmember.	
	null	
"	<b><font color=""purple"">Skripochka</font></b> entered the Bauman Moscow State Technical University after graduating from high school in 1987.	"
"	<b><font color=""purple"">He</font></b> graduated in 1993 from the university with a diploma of <b><font color=""purple"">mechanical engineer</font></b> in rocket construction.	"
	null	
	null	
"	In 1997, <b><font color=""purple"">Skripochka</font></b> was selected as a test cosmonaut and from January 1998 to November 1999, he studied the advanced space training course.	"
"	From April 2007 to April 2008, he trained as an ISS Expedition 17 backup crewmember (Soyuz TMA and ISS flight engineer).	"
	From August 2008 he trained as an ISS Expedition 25/26 and Soyuz TMA-M flight engineer.	
	null	
"	<b><font color=""purple"">Skripochka</font></b> arrived at <b><font color=""purple"">the ISS</font></b> after the Soyuz spacecraft linked up with <b><font color=""purple"">the space station</font></b> at 00:01 UTC on 10 October 2010.	"
"	<b><font color=""purple"">He</font></b> is expected to remain in the ISS till March 2011.	"
	null	
"	After spending 159 days in space, <b><font color=""purple"">Skripochka</font></b> returned to Earth on 16 March 2011.	"
"	The <b><font color=""purple"">Soyuz TMA-01M</font></b> spacecraft carrying Skripochka, Kaleri and Kelly undocked from the Poisk module at 4:27 GMT.	"
"	Following a nominal re-entry, the Soyuz capsule touched down on its side at 7:54 GMT near <b><font color=""purple"">Arkalyk</font></b> in north central <b><font color=""purple"">Kazakhstan</font></b>.	"
"	A few minutes later, <b><font color=""purple"">Skripochka</font></b> and his two crew members were pulled from the capsule and placed in reclining chairs.	"
	The weather at the landing side was harsh with high winds and viciously cold temperatures.	
	null	
"	<b><font color=""purple"">Skripochka</font></b> participated in three spacewalks during his stay aboard the space station as <b><font color=""purple"">an Expedition 25</font></b> and 26 Flight Engineer.	"
"	On 15 November 2010, <b><font color=""purple"">Skripochka</font></b> participated in a spacewalk with fellow <b><font color=""purple"">Russian</font></b> cosmonaut and <b><font color=""purple"">Expedition 25</font></b> Flight Engineer <b><font color=""purple"">Fyodor Yurchikhin</font></b>.	"
"	At 13:25 UTC, he and Yurchikhin ventured into space outside the ISS from the Pirs airlock to conduct Russian EVA #26.	"
	The spacewalk lasted six hours and 27 minutes.	
"	It was the first for Skripochka, who was in the spacesuit marked with blue stripes (Orlan-MK #5).	"
	The two cosmonauts removed Kontur and Expose-R scientific experiments.	
	null	
	null	
	null	
	null	
	null	
"	<b><font color=""purple"">Skripochka</font></b> was designated as Extravehicular 2, and had a blue stripe on his spacesuit.	"
"	<b><font color=""purple"">Skripochka</font></b> also wore a NASA-provided wireless television camera system and helmet lights to provide live point-of-view video to Mission Control-Moscow.	"
	null	
	The spacewalk ended at 2:52 p.m EST.	
	null	
	null	
"	The generator, was covered, removed and returned inside the Pirs airlock.	"
	They also removed the commercial Expose-R experiment from the port side of Zvezda.	
	The joint Russian and European Space Agency package contains a number of material samples that were left open to space conditions.	
	null	
	They installed the camera and mated the cameras cable to a pre-wired connector that will route the video into the space station.	
"	On 16 February 2011, <b><font color=""purple"">Skripochka</font></b> and Kondratyev participated in a spacewalk (Russian EVA #28) outside the ISS.	"
	null	
	null	
	The exposure panels retrieved are part of the Komplast experiment.	
	This article incorporatespublic domain material from websites or documents of the National Aeronautics and Space Administration.	
