Sentence
"	<b><font color=""purple"">James</font></b> Benson <b><font color=""purple"">Irwin</font></b> (March 17, 1930  August 8, 1991) was an American astronaut.	"
"	<b><font color=""purple"">He</font></b> served as Lunar Module pilot for <b><font color=""purple"">Apollo 15</font></b>, the fourth human lunar landing.	"
"	<b><font color=""purple"">He</font></b> was the eighth <b><font color=""purple"">person</font></b> to walk on the Moon and the first, and youngest, of <b><font color=""purple"">those astronauts</font></b> to die.	"
"	<b><font color=""purple"">Irwin</font></b>'s grandparents emigrated to <b><font color=""purple"">the USA</font></b> from Altmore Parish at <b><font color=""purple"">Pomeroy</font></b> in <b><font color=""purple"">County Tyrone</font></b>, <b><font color=""purple"">Ireland</font></b> around 1859.	"
"	<b><font color=""purple"">Irwin</font></b> is a third cousin of Cherith Andrews (Nee McFarland) socialite and Advertising Manager at the Daily Mirror Northern Ireland.	"
"	<b><font color=""purple"">Irwin</font></b> himself was born in Pittsburgh, Pennsylvania of <b><font color=""purple"">Scottish</font></b> and <b><font color=""purple"">Irish descent</font></b>.	"
"	<b><font color=""purple"">Irwin</font></b> graduated from East High School in <b><font color=""purple"">Salt Lake City</font></b>, <b><font color=""purple"">Utah</font></b> in 1947.	"
	null	
"	<b><font color=""purple"">He</font></b> received flight training at Hondo Air Base and Reese Air Force Base, Texas.	"
"	<b><font color=""purple"">He</font></b> graduated from the Air Force Experimental <b><font color=""purple"">Test <b><font color=""purple"">Pilot</font></b> School</font></b> in 1961 and the Air Force Aerospace Research <b><font color=""purple"">Pilot</font></b> School in 1963.	"
"	Prior to joining <b><font color=""purple"">NASA</font></b>, he was chief of the Advanced Requirements Branch at Headquarters Air Defense Command.	"
"	During his time in <b><font color=""purple"">the United States <b><font color=""purple"">Air Force</font></b></font></b> he received <b><font color=""purple"">an <b><font color=""purple"">Air Force</font></b> Distinguished Service Medal</font></b> and two <b><font color=""purple"">Air Force</font></b> Commendation Medals.	"
"	<b><font color=""purple"">He</font></b> also received <b><font color=""purple"">an Outstanding Unit Citation</font></b> while with <b><font color=""purple"">the 4750th Training Wing</font></b>.	"
"	<b><font color=""purple"">Irwin</font></b> was a developmental <b><font color=""purple"">test pilot</font></b> for the Lockheed YF-12.	"
	His first flight of that aircraft was on the day that one of his five children was born.	
"	In 1961, a student pilot <b><font color=""purple"">Irwin</font></b> was training crashed the plane they were flying on a training mission.	"
"	They both survived, but <b><font color=""purple"">Irwin</font></b> suffered compound fractures, amnesia, and nearly lost a leg.	"
"	<b><font color=""purple"">Dr. John</font></b> Forrest, a <b><font color=""purple"">U.S.</font></b> Air Force orthopedic surgeon, was instrumental in preventing the amputation of <b><font color=""purple"">Irwin</font></b>'s leg.	"
"	<b><font color=""purple"">Irwin</font></b> was one of the 19 <b><font color=""purple"">astronauts</font></b> selected by <b><font color=""purple"">NASA</font></b> in April 1966.	"
	null	
"	<b><font color=""purple"">He</font></b> then served as backup lunar module pilot for the second moon landing mission, <b><font color=""purple"">Apollo 12</font></b>.	"
	null	
	null	
	null	
"	This extra training is credited with allowing them to make one of the most important discoveries of the Apollo era, the Genesis Rock.	"
"	<b><font color=""purple"">Apollo 15</font></b> landed in the Moon's Hadley-Apennine region, noted for its mountains and rilles.	"
"	As a J-Mission, they would spend more time on the moon than previous missions, to allow for three EVAs.	"
	null	
	Scott and Irwin's stay on the Moon was just under three days at 66 hours and 54 minutes.	
	null	
	null	
"	During this intense period of <b><font color=""purple"">work</font></b> the earliest symptoms of <b><font color=""purple"">a heart condition</font></b> appeared.	"
	null	
"	The astronauts' physiological vital signs were being monitored back on Earth, and the Flight Surgeons noticed some irregularities in Irwin's heart rhythms.	"
	Irwin's heart had developed bigeminy.	
"	Dr. Charles Berry stated to Chris Kraft, deputy director of the Manned Spacecraft Center (MSC) at the time: ""It's serious, [i]f he were on Earth.	"
"	I'd have him in ICU being treated for a heart attack.""	"
"	Endeavour's cabin atmosphere was 100% oxygen when in space, so it was decided that he was in no serious danger by Dr. Charles Berry.	"
"	Specifically, ""In truth,...he's in an ICU.	"
	null	
"	<b><font color=""purple"">He</font></b> was able to rest and apparently recover during the rest of the mission.	"
"	The flight surgeons continued to monitor his EKG until splashdown, but his heart rhythm was normal.	"
"	This incident apparently was not discussed during the mission debriefing sessions, and the condition did not appear when he returned to Earth.	"
	A few months later he had a heart attack.	
	null	
"	The profits of the sale were intended to be used to establish trust funds for the <b><font color=""purple"">Apollo 15</font></b> crew's children.	"
	null	
	null	
"	<b><font color=""purple"">He</font></b> frequently spoke about how his experiences in space had made the presence of God even more real to him than before.	"
"	Beginning in 1973, <b><font color=""purple"">Irwin</font></b> led several expeditions to <b><font color=""purple"">Mount Ararat</font></b>, <b><font color=""purple"">Turkey</font></b> in search of the remains of Noah's Ark.	"
	null	
	Lieutenant Baser was assigned to protect and lead the team on this expedition.	
"	<b><font color=""purple"">Irwin</font></b> suffered a serious heart attack near his home in Colorado Springs, Colorado.	"
"	<b><font color=""purple"">He</font></b> died on August 8, 1991, as the result of a subsequent heart attack in Glenwood Springs, Colorado, and was buried at Arlington National Cemetery.	"
"	<b><font color=""purple"">He</font></b> is survived by his widow, Mary Ellen, and their five children.	"
"	Of the 12 men who have walked on the moon, <b><font color=""purple"">Irwin</font></b> was the first to die.	"
"	The <b><font color=""purple"">James</font></b> <b><font color=""purple"">Irwin</font></b> Charter Schools were founded in Colorado in his honor.	"
"	In the 1998 miniseries From <b><font color=""purple"">the Earth</font></b> to <b><font color=""purple"">the Moon</font></b> <b><font color=""purple"">Irwin</font></b> was played by Gareth Williams.	"
