Sentence
" Current cancer medicines, tests, and <b><font color=""purple"">treatments</font></b> used by most <b><font color=""purple"">health care providers</font></b> have been tested through clinical trials.		"
" - You will help researchers understand your cancer and learn better ways to help other <b><font color=""purple"">people</font></b> with the same <b><font color=""purple"">cancer</font></b>.		"
" - The new <b><font color=""purple"">treatment</font></b> may not be as good as standard <b><font color=""purple"">treatment</font></b>.		"
" Routine <b><font color=""purple"">cancer care</font></b> costs are often covered by <b><font color=""purple"">health insurance</font></b>.		"
" The <b><font color=""purple"">bark</font></b> can cause <b><font color=""purple"">high blood pressure</font></b>, <b><font color=""purple"">increased heart rate</font></b>, anxiety, and other <b><font color=""purple"">side effects</font></b>.		"
" A1C is a lab test that shows the average level of <b><font color=""purple"">blood sugar</font></b> (<b><font color=""purple"">glucose</font></b>) over the previous 3 months.		"
" <b><font color=""purple"">Two</font></b> <b><font color=""purple"">methods</font></b> are <b><font color=""purple"">available</font></b>:  - Blood drawn from a vein (venipuncture).		"
" Your <b><font color=""purple"">doctor</font></b> may order this test if you have <b><font color=""purple"">diabetes</font></b>.		"
" - Belly button that sticks out  - <b><font color=""purple"">Bulge</font></b> in the <b><font color=""purple"">groin</font></b> or <b><font color=""purple"">scrotum</font></b> (inguinal hernia)  - Delayed sexual maturity  - Delayed teeth  - Downward palpebral slant to eyes  - Hairline with a ""widow's peak""  - Mildly sunken chest (pectus excavatum)  - Mild to moderate mental problems  - Mild to moderate short height (stature), which may not be obvious until the <b><font color=""purple"">child</font></b> is <b><font color=""purple"">1 - 3 years old</font></b>  - Poorly developed middle section of the face  - Rounded face  - ""Shawl"" scrotum, testicles that have not come down (undescended)  - <b><font color=""purple"">Short fingers</font></b> and <b><font color=""purple"">toes</font></b> with mild webbing  - Single crease in the <b><font color=""purple"">palm</font></b> of the hand  - Small, broad hands and feet with <b><font color=""purple"">short fingers</font></b> and curved-in fifth finger  - Small nose with nostrils tipped forward  - Top portion of the ear folded over slightly  - Wide groove above the upper lip, crease below the lower lip  - Wide-set eyes with <b><font color=""purple"">droopy eyelids</font></b>		"
" Call your health care provider if your <b><font color=""purple"">child</font></b> has delayed <b><font color=""purple"">growth</font></b> or if you notice any symptoms of Aarskog syndrome.		"
" Contact a genetic specialist if your <b><font color=""purple"">doctor</font></b> thinks you or your <b><font color=""purple"">child</font></b> may have <b><font color=""purple"">Aarskog syndrome</font></b>.		"
" Aase syndrome is a <b><font color=""purple"">rare disorder</font></b> that involves <b><font color=""purple"">anemia</font></b> and certain joint and <b><font color=""purple"">skeletal deformities</font></b>.		"
" The <b><font color=""purple"">health care provider</font></b> will perform a <b><font color=""purple"">physical exam</font></b>.		"
" Treatment may involve <b><font color=""purple"">blood transfusions</font></b> in the first year of life to treat <b><font color=""purple"">anemia</font></b>.		"
" A steroid medicine called <b><font color=""purple"">prednisone</font></b> has also been used to treat <b><font color=""purple"">anemia</font></b> associated with <b><font color=""purple"">Aase syndrome</font></b>.		"
" A <b><font color=""purple"">bone marrow transplant</font></b> may be necessary if other <b><font color=""purple"">treatment</font></b> fails.		"
" <b><font color=""purple"">Complications</font></b> related to <b><font color=""purple"">anemia</font></b> include:  - Fatigue  - Decreased <b><font color=""purple"">oxygen</font></b> in the blood  - Weakness    <b><font color=""purple"">Heart problems</font></b> can lead to a variety of complications, depending on the specific defect.		"
" Severe cases of <b><font color=""purple"">Aase syndrome</font></b> have been associated with <b><font color=""purple"">stillbirth</font></b> or early death.		"
" This problem also can be caused by:  - <b><font color=""purple"">Air swallowing</font></b> (a nervous habit)  - Buildup of fluid in the <b><font color=""purple"">abdomen</font></b> (this can be a sign of a serious medical problem)  - Gas in the intestines from eating foods that are high in fiber (such as fruits and vegetables)  - Irritable bowel syndrome  - Lactose intolerance  - Ovarian cyst  - Partial bowel blockage  - Pregnancy  - Premenstrual syndrome (PMS)  - Uterine fibroids  - Weight gain		"
" - The <b><font color=""purple"">swelling</font></b> occurs with other unexplained <b><font color=""purple"">symptoms</font></b>.		"
" Your <b><font color=""purple"">health care provider</font></b> will perform a <b><font color=""purple"">physical exam</font></b> and ask questions about your medical history, such as when the problem began and when it occurs.		"
" Your health care provider will examine your abdomen and feel the <b><font color=""purple"">pulses</font></b> in your <b><font color=""purple"">legs</font></b>.		"
" The <b><font color=""purple"">provider</font></b> may find:  - A lump (mass) in the <b><font color=""purple"">abdomen  - Pulsating sensation</font></b> in the abdomen  - Stiff or rigid abdomen    You may have an <b><font color=""purple"">abdominal aortic aneurysm</font></b> that is not causing any <b><font color=""purple"">symptoms</font></b>.		"
" Your provider may find this problem by doing the following tests:  - Ultrasound of the abdomen when the abdominal aneurysm is first suspected  - <b><font color=""purple"">CT scan</font></b> of the <b><font color=""purple"">abdomen</font></b> to confirm the size of the aneurysm  - CTA (computed tomographic angiogram) to help with surgical planning    Any one of these tests may be done when you are having symptoms.		"
" There are 2 types of surgery:  - Open repair: A large <b><font color=""purple"">cut</font></b> is made in your <b><font color=""purple"">abdomen</font></b>.		"
" The abnormal <b><font color=""purple"">vessel</font></b> is replaced with a <b><font color=""purple"">graft</font></b> made of man-made material.		"
" - Endovascular <b><font color=""purple"">stent</font></b> <b><font color=""purple"">grafting</font></b>: This procedure can be done without making a large <b><font color=""purple"">cut</font></b> in your <b><font color=""purple"">abdomen</font></b>, so you may recover more quickly.		"
" To reduce the risk of aneurysms:  - Eat a heart-healthy diet, <b><font color=""purple"">exercise</font></b>, stop smoking (if you smoke), and reduce <b><font color=""purple"">stress</font></b>.		"
" Open <b><font color=""purple"">abdominal aortic aneurysm repair</font></b> is <b><font color=""purple"">surgery</font></b> to fix a widened part in your aorta.		"
" The aorta is the <b><font color=""purple"">large artery</font></b> that carries <b><font color=""purple"">blood</font></b> to your belly (abdomen), pelvis, and legs.		"
" - In some cases, the ends of this tube (or graft) will be moved through <b><font color=""purple"">blood vessels</font></b> in each <b><font color=""purple"">groin</font></b> and attached to those in the leg.		"
" Open surgery to repair an <b><font color=""purple"">abdominal aortic aneurysm</font></b> is sometimes done as an emergency procedure when there is bleeding inside your body from the <b><font color=""purple"">aneurysm</font></b>.		"
" You may have an <b><font color=""purple"">abdominal aortic aneurysm</font></b> that is not causing any <b><font color=""purple"">symptoms</font></b> or problems.		"
" The risks for this <b><font color=""purple"">surgery</font></b> are higher if you have:  - Heart disease  - Kidney failure  - Lung disease  - Past stroke  - Other serious medical problems    Risks of problems or complications are also higher for older <b><font color=""purple"">people</font></b>.		"
" Risks for any <b><font color=""purple"">surgery</font></b> are:  - <b><font color=""purple"">Blood clots</font></b> in the <b><font color=""purple"">legs</font></b> that may travel to the lungs  - Breathing problems  - <b><font color=""purple"">Heart attack</font></b> or stroke  - <b><font color=""purple"">Infection</font></b>, including in the <b><font color=""purple"">lungs</font></b> (pneumonia), urinary tract, and belly  - Reactions to medicines    Risks for this <b><font color=""purple"">surgery</font></b> are:  - Bleeding before or after <b><font color=""purple"">surgery</font></b>  - Damage to a nerve, causing pain or numbness in the leg  - Damage to your intestines or other nearby organs  - <b><font color=""purple"">Infection</font></b> of the graft  - <b><font color=""purple"">Injury</font></b> to the <b><font color=""purple"">ureter</font></b>, the tube that carries <b><font color=""purple"">urine</font></b> from your <b><font color=""purple"">kidneys</font></b> to your bladder  - Lower sex drive or inability to get an erection  - Poor blood supply to your legs, your kidneys, or other organs  - Spinal cord injury  - Wound breaks open  - Wound infections		"
" These include aspirin, <b><font color=""purple"">ibuprofen</font></b> (<b><font color=""purple"">Advil</font></b>, Motrin), <b><font color=""purple"">clopidogrel</font></b> (<b><font color=""purple"">Plavix</font></b>), naprosyn (Aleve, Naproxen), and other drugs like these.		"
" - Receive medicine to keep your blood thin  - Be encouraged to sit on the side of the bed and then walk  - Wear special stockings to prevent <b><font color=""purple"">blood clots</font></b> in your <b><font color=""purple"">legs</font></b>  - Be asked to use a breathing machine to help clear your lungs  - Receive pain medicine into your veins or into the space that surrounds your spinal cord (epidural)		"
" You had open aortic aneurysm surgery to repair an <b><font color=""purple"">aneurysm</font></b> (a widened part) in your <b><font color=""purple"">aorta</font></b>, the <b><font color=""purple"">large artery</font></b> that carries <b><font color=""purple"">blood</font></b> to your belly (abdomen), pelvis, and legs.		"
" If you are given <b><font color=""purple"">medicines</font></b> for <b><font color=""purple"">blood pressure</font></b> or <b><font color=""purple"">diabetes</font></b>, take them as your doctor has asked you to.		"
